homeinsurance,hotelsaccommodations,energyutilities,homeimprovement,haircare,homefurnishings,automotiveindustry,health,footwear,groceryfoodretailers,undergarments,tobaccoproducts,nonalcoholicbeverages,entertainmentindustry,computerselectronics,socialservices,mobilewireless,bookretailers,ticketsales,vehicleshopping,electricity,facebodycare,computervideogames,autoinsurance,homegarden,retirementpension,oilgas,apparel,internettelecom,vehiclebrands,homefinancing,homeappliances,womensclothing,childrensclothing,homemakinginteriordecor,realestate,fooddrink,newspapers,movies,beautyfitness,mensclothing,wastemanagement,realestateagencies,healthinsurance,drugsmedications,chemicalsindustry,medicalfacilitiesservices,restaurants,income,michigan_index,tbill,cci,smp500,consumption,date
-.14492753,-.23636363,.024096385,-.13846155,0,-.18181819,-.15000001,-.05882353,-.11764706,-.018181818,-.074074075,-.13207547,-.13043478,-.1025641,-.059999999,-.095238097,.014084507,-.08510638,-.11111111,-.057142857,-.073529415,-.056603774,-.014705882,-.16666667,-.13846155,-.10526316,.043478262,-.1,-.06849315,-.14754099,-.07692308,-.084745765,-.055555556,0,-.039215688,-.17647059,-.070175439,-.014705882,-.027777778,-.097222224,-.098360658,.043956045,-.21818182,-.17741935,-.19672132,-.087719299,-.10526316,-.068965517,.040821731,-.4765887,-1.734104,-.032724191,-.093003325,.79904997,01may2008
-.11111111,-.23636363,.097560972,-.028169014,-.018867925,-.16981132,-.07692308,-.095238097,-.083333336,-.036363635,-.11111111,-.03773585,-.10144927,-.12820514,-.10416666,-.048387095,-.077922076,-.22222222,-.078947365,-.045454547,.014705882,-.096153848,-.029411765,-.2631579,-.090909094,-.16071428,.1891892,-.068965517,-.092105262,-.11111111,-.17741935,-.14035088,-.05882353,.04255319,-.081632651,-.14285715,-.070175439,-.060606062,-.013513514,-.05479452,-.14035088,.047619049,-.28301886,-.15873016,-.1724138,-.09259259,-.06666667,-.12727273,.017331818,-.51241136,-1.4784946,-.033563599,-.17449218,.66806,01jun2008
-.21428572,-.29824561,.05952381,-.1969697,-.053571429,-.24561404,.15555556,-.10769231,-.14285715,0,-.13207547,-.18867925,-.1641791,-.15384616,-.14583333,-.059701491,.011627907,-.29166666,-.1,-.14285715,-.014492754,-.12,-.10294118,-.25,-.24615385,-.125,.12328767,-.11864407,-.036585364,-.24193548,-.18461539,-.18965517,-.074626863,-.059999999,-.10909091,-.22222222,-.11864407,-.074626863,-.090909094,-.079999998,-.17307693,-.011764706,-.2631579,-.16923077,-.16129032,-.14814815,-.12162162,-.14035088,.0003142723,-.47712418,-1.9570553,-.031199336,-.14825073,-.070670001,01jul2008
-.2173913,-.28301886,0,-.22222222,-.068965517,-.28070176,0,-.12307692,-.1509434,-.071428575,-.11538462,-.11111111,-.1875,-.1891892,-.14285715,-.07692308,.024691358,-.2,-.25352111,-.18644068,-.028985508,-.11538462,-.10606061,-.27118644,-.17741935,-.23214285,.045454547,-.11290322,-.048780486,-.19672132,-.42372882,-.21052632,-.074626863,-.070175439,-.14814815,-.22727273,-.10526316,-.10144927,-.097222224,-.10958904,-.1509434,-.012658228,-.28846154,-.26984128,-.18333334,-.17647059,-.14666666,-.14035088,-.0063945241,-.32380956,-1.4418603,-.026195524,-.14901429,-.47496,01aug2008
-.092307694,-.2888889,.1025641,-.19298245,-.059999999,-.23076923,-.48717949,-.09375,-.079999998,-.055555556,-.14893617,-.11320755,-.21311475,-.35714287,-.17021276,.014285714,.02631579,-.21276596,-.203125,-.12727273,.10810811,-.06122449,-.18644068,-.16666667,-.2,.10526316,.1971831,-.14754099,-.012658228,-.22222222,-.046153847,-.14814815,-.092307694,-.098360658,-.25999999,-.18965517,-.094339624,.052631579,-.12121212,-.090909094,-.11111111,-.02631579,-.20833333,-.14754099,-.15254237,-.10909091,-.10810811,-.11538462,-.0074421973,-.18634422,-2.4424779,-.02282791,-.30898693,-1.16117,01sep2008
-.12121212,-.27272728,-.026666667,-.18965517,-.040816326,-.27450982,.32857144,-.11940298,-.094339624,0,-.11764706,-.055555556,-.15873016,-.17142858,-.17777778,.01369863,.06329114,-.22499999,-.27868852,-.11538462,0,-.14285715,-.14285715,-.18518518,-.18518518,-.028571429,.0625,-.08219178,-.012658228,-.1923077,.030769231,-.2037037,-.059701491,-.05882353,-.1875,-.24074075,-.12727273,-.02631579,-.041666668,-.10606061,-.11320755,-.067567565,-.2,-.11594203,-.2,-.16071428,-.13157895,-.15384616,-.00064777397,-.40451398,-4.8208957,-.023504779,-.59935999,-1.3907599,01oct2008
-.15000001,-.20512821,-.13846155,-.24528302,-.021276595,-.26415095,.60000002,-.15000001,-.16071428,-.05172414,-.11111111,-.12,-.125,-.32352942,-.2,-.014285714,.087499999,-.18604651,-.064516127,-.16,-.12727273,-.14285715,-.097222224,-.2173913,-.2264151,-.16071428,-.13207547,-.17741935,0,-.24489796,-.13461539,-.27118644,-.15873016,-.13333334,-.1875,-.20833333,-.081967212,.028985508,.025974026,-.125,-.18181819,-.14285715,-.35135135,-.20338982,-.15789473,-.1632653,-.14925373,-.14,.0063828416,-.37613019,-16.210526,-.023271024,-.65261537,-1.84102,01nov2008
-.20338982,-.23684211,-.14754099,-.19607843,-.081632651,-.27450982,.65957445,-.06779661,-.1641791,-.10714286,-.10294118,-.2,-.2,-.21621622,-.1632653,.055555556,-.037974682,-.28070176,.14117648,-.098039217,-.049180329,-.14545454,-.18181819,-.19148937,-.17857143,-.22033899,-.12244898,-.2,-.012345679,-.15384616,.24675325,-.30303031,-.18181819,-.12280702,-.20408164,-.18367347,-.12698413,-.046875,-.088607594,-.17910448,-.13043478,-.13432837,-.2631579,-.10344828,-.18181819,-.086956523,-.125,-.22,-.0042473851,-.25623965,-99,-.021638561,-.62564075,-2.0935199,01dec2008
-.20967741,-.3255814,-.20967741,-.26415095,-.17021276,-.34615386,.065217391,-.17741935,-.1875,-.12,-.17307693,-.12244898,-.27118644,-.079999998,-.19148937,.064935066,-.057971016,-.23999999,.10769231,-.1509434,-.14285715,-.14583333,-.10606061,-.23076923,-.26923078,-.33333334,-.18000001,-.18518518,-.052631579,-.23999999,-.1,-.1724138,-.15789473,-.17647059,-.24137931,-.29310346,-.12727273,-.10606061,-.1038961,-.12676056,-.098039217,-.2,-.3488372,-.25396827,-.25,-.1875,-.1884058,-.15384616,-.016754812,-.28104576,-20.153847,-.019919958,-.66918921,-1.54888,01jan2009
-.14516129,-.30232558,-.19047619,-.23076923,-.14583333,-.2857143,.18518518,-.15873016,-.27906978,-.16666667,-.2,-.12,-.25423729,-.079365082,-.20930232,.090909094,-.029411765,-.2820513,-.11666667,-.21568628,-.092307694,-.14893617,-.12903225,-.17647059,-.25999999,-.18461539,-.22,-.2264151,-.012987013,-.21568628,-.094594598,-.1923077,-.15254237,-.2,-.23529412,-.28070176,-.15384616,-.075757578,-.084507041,-.16666667,-.1875,-.171875,-.2888889,-.20338982,-.21052632,-.17647059,-.11267605,-.1923077,-.029775308,-.25754893,-6.0666661,-.016233526,-.81015921,-1.55568,01feb2009
-.22807017,-.25,-.13846155,-.18518518,-.125,-.25,.27586207,-.063492067,-.15217391,-.125,-.1875,.11666667,-.1754386,-.081081077,-.19512194,.12,0,-.21052632,0,-.25490198,-.048387095,-.13043478,-.16949153,-.13725491,-.21153846,-.171875,-.27083334,-.1923077,.013333334,-.24489796,.037037037,-.17647059,-.092307694,-.11764706,-.25,-.22413793,-.11538462,-.109375,-.073529415,-.10447761,-.13725491,-.14492753,-.24444444,-.1,-.19642857,-.078431375,-.070422538,-.1632653,-.033167139,-.21291451,-5.0000005,-.0093888007,-.65778887,-2.1020701,01mar2009
-.12903225,-.3255814,-.32307693,-.24074075,-.075471699,-.24444444,.26865673,-.10606061,-.14893617,-.14583333,-.15217391,.049180329,-.24590164,-.14705883,-.16666667,.053333335,.044117648,-.21052632,-.06849315,-.31999999,-.078125,-.125,-.11864407,-.21568628,-.21428572,-.20634921,-.39583334,-.16981132,.039473683,-.23076923,.054054055,-.16,-.086956523,-.083333336,-.35714287,-.25862068,-.07692308,-.078125,-.043478262,-.10144927,-.089285716,-.22077923,-.24444444,-.21818182,-.19642857,-.13207547,-.14285715,-.1632653,-.025205538,.038402461,-7.0625,.00052682339,-.58750474,-2.35287,01apr2009
-.18965517,-.30952382,-.40677965,-.25,-.07692308,-.25,.40298507,-.15254237,-.18604651,-.17021276,-.2,-.10416666,-.27777779,-.25806451,-.2820513,.059701491,-.028985508,-.30555555,-.043478262,-.40000001,-.1724138,-.12765957,-.1724138,-.25,-.2037037,-.1632653,-.53333336,-.2,0,-.1509434,-.12068965,-.25531915,-.10769231,.096153848,-.24390244,-.21428572,-.1632653,-.096774191,-.10769231,-.090909094,-.17307693,-.30000001,-.30952382,-.21568628,-.17307693,-.1875,-.15151516,-.20833333,-.051898669,.12954874,-8.6111107,.0082288692,-.52357638,-2.34816,01may2009
-.2631579,-.25,-.4642857,-.31481481,-.081632651,-.26190478,.37096775,-.125,-.2631579,-.19565217,-.25581396,-.059999999,-.35294119,-.21875,-.2,.060606062,0,-.25,-.11764706,-.34693879,-.25925925,-.15555556,-.15254237,-.1632653,-.22222222,-.098039217,-.68181819,-.2888889,-.013333334,-.25999999,-.10714286,-.21276596,-.19298245,-.23684211,-.19512194,-.27272728,-.1875,-.081967212,-.13846155,-.140625,-.1875,-.3125,-.17777778,-.16666667,-.094339624,-.17391305,-.11940298,-.19565217,-.041674275,.20338984,-9.333333,.011020522,-.39233345,-2.17485,01jun2009
-.16666667,-.21276596,-.5,-.24528302,-.098039217,-.26666668,-.046511628,-.12068965,-.19512194,-.25,-.17777778,-.081632651,-.28846154,-.21875,-.23076923,.014705882,-.19444445,-.2631579,-.11111111,-.18867925,-.25454545,-.11111111,-.19298245,-.2,-.27450982,-.20754717,-.65909094,-.22916667,-.1388889,-.1923077,-.2264151,-.18367347,-.19642857,-.13636364,-.34146342,-.2857143,-.20408164,-.098360658,-.14925373,-.171875,-.13043478,-.34920636,-.23913044,-.18181819,-.14814815,-.25581396,-.12121212,-.1875,-.028511405,.072727256,-8.0555553,.0085271746,-.28344882,-1.37959,01jul2009
-.18965517,-.26190478,-.33333334,-.21153846,-.11538462,-.23913044,-.057142857,-.12068965,-.20454545,-.16666667,-.18181819,-.14893617,-.25490198,-.12121212,-.19512194,.084507041,-.14084508,-.25,-.092307694,-.07272727,-.18965517,-.13043478,-.13793103,-.18000001,-.1923077,-.037037037,-.5,-.21568628,-.078947365,-.17307693,-.13461539,-.11764706,-.15517241,-.14,-.22727273,-.2,-.14,-.078125,-.090909094,-.140625,-.17777778,-.25396827,-.18181819,-.10526316,-.15384616,-.15909091,-.13636364,-.1875,-.024347737,.041095845,-9.1176472,.0063749817,-.25691247,-.45741999,01aug2009
-.16071428,-.25,-.39285713,-.1632653,-.041666668,-.20930232,-.18181819,-.084745765,-.1627907,-.17391305,-.14634146,-.081632651,-.24489796,-.050000001,-.20512821,0,-.15151516,-.27027026,-.18518518,-.27906978,-.34545454,-.16666667,-.15686275,-.2,-.17021276,-.46153846,-.5777778,-.19607843,-.097222224,-.14893617,-.44444445,-.125,-.16071428,-.19607843,-.1627907,-.18367347,-.10416666,-.22580644,-.11864407,-.11864407,-.2,-.24590164,-.23076923,-.10909091,-.18000001,-.14583333,-.13846155,-.20930232,-.023827411,.043537375,-8.416667,.0073852534,-.10337912,-.78858,01sep2009
-.17857143,-.25714287,-.3392857,-.18367347,-.04255319,-.18604651,-1.1212121,-.13559322,-.10416666,-.22727273,-.21428572,-.17391305,-.2857143,-.16666667,-.21621622,-.028169014,-.17910448,-.29032257,-.033898305,-.2682927,-.1754386,-.11363637,-.23529412,-.25581396,-.17391305,-.32075471,-.45454547,-.23728813,-.11267605,-.20930232,-.44444445,-.125,-.15517241,-.15254237,-.23076923,-.17391305,-.14583333,-.24590164,-.16129032,-.11864407,-.15217391,-.25423729,-.25,-.25454545,-.17647059,-.16666667,-.15151516,-.20930232,-.033135965,.18413599,-8.5714293,.011222444,.065084502,-.46601,01oct2009
-.2,-.25806451,-.25,-.15217391,-.093023255,-.15217391,-2.3333333,-.071428575,-.16666667,-.18367347,-.22727273,-.13636364,-.30612245,-.096774191,-.125,0,-.17647059,-.2647059,-.1923077,-.25,-.078431375,-.11363637,-.24137931,-.17948718,-.15217391,-.098039217,-.32499999,-.1923077,-.098591551,-.19512194,-.30000001,-.09259259,-.14545454,-.17647059,-.17073171,-.14285715,-.17307693,-.23214285,-.18461539,-.12280702,-.19565217,-.20689656,-.057142857,-.13461539,-.1632653,-.13953489,-.098360658,-.19047619,-.03673847,.17952526,-2.8,.013936548,.18198663,-.3671,01nov2009
-.13461539,-.22580644,-.22,-.13333334,-.088888891,-.18604651,-2.3571429,-.15686275,-.15517241,-.14285715,-.21428572,-.13636364,-.2037037,-.12121212,-.22499999,-.090909094,-.12857144,-.26666668,-.60377359,-.24390244,-.19607843,-.12244898,-.22222222,-.20512821,-.2173913,-.09259259,-.19512194,-.16666667,-.10958904,-.23809524,-.92500001,-.17857143,-.15789473,-.14,-.22499999,-.22499999,-.125,-.12280702,-.234375,-.11666667,-.18965517,-.24074075,-.15151516,-.16,-.14583333,-.17948718,-.084745765,-.19047619,-.024442473,.17103451,.40000004,.015730936,.18998297,.55802,01dec2009
-.21568628,-.22857143,-.21568628,-.15217391,0,-.15555556,-.64285713,-.16981132,-.14285715,-.11111111,-.15555556,-.16666667,-.20408164,-.21951219,-.27027026,-.1,-.061538462,-.35135135,-.41304347,-.20454545,-.125,-.14285715,-.24528302,-.20930232,-.18181819,-.032786883,-.21951219,-.125,-.085714288,-.1627907,-.86046511,-.13725491,-.14,-.15909091,-.20833333,-.18367347,-.1,-.11864407,-.28333333,-.14516129,-.21428572,-.25,-.13157895,-.23529412,-.16666667,-.2,-.11290322,-.15555556,-.008625363,.17741936,-1.1666667,.01724753,.23093112,-.11904,01jan2010
-.16981132,-.19444445,-.14545454,-.15555556,-.021276595,-.11363637,-.80000001,-.14545454,-.023809524,-.090909094,-.11111111,-.19047619,-.20408164,-.3125,-.16216215,-.13235295,-.079365082,-.21875,-.22448979,-.08510638,-.065573767,-.06818182,-.21568628,-.21428572,-.086956523,-.083333336,-.21951219,-.081632651,-.11594203,-.10869565,-.72093022,-.06122449,-.09259259,-.086956523,-.10869565,-.1632653,-.10638298,-.13793103,-.18333334,-.047619049,-.11627907,-.12280702,-.18421052,-.15686275,-.14,-.13333334,-.109375,-.13043478,.0029954165,.23505434,-1.7272729,.018048117,.33445299,.56976998,01feb2010
-.055555556,-.1891892,-.2037037,-.17391305,-.043478262,-.17073171,-.93333334,-.10526316,-.12195122,-.11627907,-.14285715,-.39534885,-.1632653,.22916667,-.1388889,-.056338027,-.079365082,-.26666668,-.27777779,-.13333334,-.087719299,-.069767445,-.20408164,-.15909091,-.10638298,-.015873017,-.11627907,-.10638298,-.086956523,-.088888891,-.88372093,-.10869565,-.12068965,-.13333334,-.15789473,-.18367347,-.10638298,-.10344828,-.19298245,-.080645159,-.15909091,-.18965517,-.125,-.11111111,-.12,-.13333334,-.092307694,-.13953489,.0088996813,.22146739,-.39999983,.015999682,.31772751,1.44075,01mar2010
-.14814815,-.16216215,-.12068965,-.14893617,-.059999999,-.125,-1.09375,-.17857143,-.093023255,-.11627907,-.15000001,-.38636363,-.22,-.13333334,-.16666667,-.11940298,-.046153847,-.31034482,-.28070176,-.13636364,-.14285715,-.11627907,-.25531915,-.21428572,-.14285715,0,-.021276595,-.10416666,-.10144927,-.13043478,-.76190478,-.063829787,-.15000001,-.2,-.10526316,-.18367347,-.10638298,-.084745765,-.23214285,-.095238097,-.14285715,-.14925373,-.125,-.12244898,-.14285715,-.15217391,-.07692308,-.13953489,.012389732,.098337941,0,.011319094,.26450035,1.7332,01apr2010
-.094339624,-.16666667,-.017241379,-.10638298,-.06122449,-.15789473,-1.5769231,-.13461539,-.075000003,-.11904762,-.125,-.14285715,-.10204082,-.033333335,-.14705883,-.11666667,-.095238097,-.2,-.3018868,-.19047619,-.094339624,-.06818182,-.20833333,-.23076923,-.125,-.04255319,.23728813,-.11111111,-.10606061,-.20454545,-.56756759,-.06818182,-.14035088,-.44444445,-.051282052,-.19148937,-.088888891,-.10714286,-.10169491,-.064516127,-.13043478,-.16666667,-.07692308,-.15909091,-.15555556,-.14285715,-.11864407,-.14285715,.0060449238,.066576101,-.12500006,.0074518737,.1562956,1.76556,01may2010
-.036363635,-.12820514,.06666667,-.125,-.088888891,-.10526316,-1.48,-.12,0,-.069767445,-.1025641,-.19047619,-.08510638,-.06666667,-.17647059,.014925373,-.026666667,-.16129032,-.19298245,-.13953489,-.018867925,-.046511628,-.15686275,-.13953489,-.14893617,-.040816326,.33333334,0,-.056338027,-.1627907,-.40000001,-.044444446,-.036363635,-.085714288,-.10810811,-.14583333,-.090909094,-.05172414,-.14035088,-.06666667,-.06666667,-.084745765,-.097560972,-.125,-.17777778,-.095238097,-.11666667,-.069767445,.023771681,.068421014,-.50000006,.0049119592,.10807113,2.02458,01jun2010
-.071428575,-.06818182,.01754386,-.059999999,.01923077,-.125,-.65384614,-.054545455,0,.020408163,-.046511628,0,0,.030303031,-.083333336,.10526316,.23404256,-.085714288,-.10769231,-.12765957,.03508772,.04255319,-.075471699,-.063829787,-.02,-.10416666,.18518518,-.021276595,.12195122,-.039999999,-.15217391,0,-.037037037,-.073170729,-.025,-.056603774,.075471699,-.070175439,-.015151516,.030303031,-.022222223,-.050000001,-.12195122,-.14583333,-.03846154,-.048780486,-.047619049,.094339624,.030512553,.026548715,-.12500006,.0025296796,.10359479,1.91523,01jul2010
.016949153,-.050000001,-.055555556,-.083333336,0,-.12195122,-.20689656,-.035714287,.083333336,.020408163,-.047619049,0,.01923077,.057142857,-.10810811,-.075757578,.28999999,-.073170729,-.048387095,-.17021276,.049180329,.021276595,-.13725491,-.11111111,-.10638298,-.125,.043478262,-.02,.095238097,-.019607844,-.06122449,-.08510638,-.035714287,-.086956523,-.073170729,-.057692308,.056603774,-.084745765,-.1,.015384615,0,-.125,-.073170729,-.14,.018867925,-.073170729,-.015384615,.094339624,.03634242,.046444193,-.0625,.00035373683,.027360316,1.28192,01aug2010
-.056603774,0,-.056603774,-.13953489,0,-.1025641,-.26923078,-.053571429,.022727273,0,-.078947365,-.04255319,.02,-.17647059,-.083333336,-.12903225,.25842696,-.057142857,.052631579,0,.05172414,.06666667,-.0625,-.071428575,-.06818182,-.15555556,0,0,.07692308,.020833334,-.046511628,-.090909094,-.018181818,-.040816326,-.048780486,-.11363637,.05882353,-.050847456,-.07272727,.032786883,0,-.089285716,-.054054055,-.12244898,.03846154,-.06666667,0,.12244898,.034700904,-.077712655,.20000005,-.001944854,.07371188,2.36064,01sep2010
-.098039217,-.060606062,-.07692308,-.13953489,.040816326,-.13157895,-.26923078,-.07272727,0,0,-.050000001,-.022222223,0,-.034482758,-.088235296,-.14516129,.18292683,-.033333335,-.09259259,0,-.017857144,.022222223,-.10869565,-.048780486,-.069767445,-.12765957,-.047619049,0,.053333335,.044444446,-.022727273,-.11627907,-.054545455,-.09259259,-.054054055,-.095238097,.05882353,-.033898305,-.050847456,.016666668,-.022222223,-.13461539,-.05882353,-.17021276,0,-.11627907,-.064516127,.12244898,.040603418,-.042836059,.46153846,-.0012533145,.12429229,2.5043199,01oct2010
-.020408163,-.033333335,-.039999999,-.045454547,.08510638,-.12195122,.0625,-.018181818,.07692308,.02,.022222223,0,.09259259,-.033333335,-.14285715,-.12903225,.17073171,-.030303031,-.019607844,0,.03773585,.043478262,-.18367347,-.02631579,-.045454547,-.10869565,.047619049,.037037037,.053333335,.06818182,.024390243,-.05882353,0,0,-.025,-.10526316,.071428575,-.018181818,-.12068965,.065573767,.079999998,-.094339624,-.09375,-.10638298,.02,-.075000003,0,.086956523,.040357899,.058659162,.64285713,.0011820467,.071932577,2.97346,01nov2010
-.083333336,0,-.041666668,-.071428575,.0625,-.1025641,-.12,0,.09375,.075471699,0,0,.035714287,-.064516127,-.081081077,-.015384615,.20454545,.021739131,.018518519,0,.03773585,.02,-.14545454,-.054054055,-.045454547,-.10204082,.023809524,.032258064,.051948052,.045454547,-.025641026,-.037037037,0,.019607844,-.025641026,-.081081077,.034482758,-.036363635,-.015873017,.047619049,.033333335,-.079999998,-.1,-.11111111,.039999999,-.083333336,-.053571429,.14285715,.042283788,.026845638,.64285713,.0019403682,.11333927,2.5538001,01dec2010
.13559322,.125,.13559322,.14814815,.20338982,.16666667,0,.18461539,.27586207,.18181819,.21052632,.25,.27941176,.24074075,.02631579,.11392405,.2857143,.15909091,.14814815,.15384616,.081967212,.23636363,.036363635,.15686275,.2,-.10909091,.1632653,.23809524,.16666667,.2037037,.2037037,.13559322,.20634921,.18518518,.28358209,.125,.2647059,-.03508772,.1780822,.22499999,.27586207,.1641791,-.055555556,.10526316,.22580644,.069767445,.15068494,.31818181,.050299343,-.0026954853,.60000002,.0014052913,.16503125,2.8184299,01jan2011
.11666667,.1,.11290322,.1509434,.28787878,.15384616,0,.17910448,.2631579,.16981132,.18181819,.23636363,.234375,.37662336,.051282052,.081081077,.29213482,.11111111,.125,.14545454,.25609756,.22807017,0,.20754717,.14814815,-.071428575,.2264151,.234375,.16867469,.17857143,.2037037,.075471699,.20588236,.14814815,.16363636,.10909091,.30882353,-.035714287,.13043478,.20253165,.23214285,.065573767,-.027027028,.03773585,.19354838,.04255319,.12328767,.31343284,.053309247,.050322607,.15384616,.00036729069,.16781694,2.5504,01feb2011
.052631579,.11904762,.2173913,.16363636,.28125,.14583333,0,.14925373,.29310346,.18867925,.16,.25862068,.234375,-.14285715,.07692308,-.014285714,.25882354,.090909094,.12903225,.18181819,.12307692,.23214285,.02,.12,.12962963,-.14545454,.18867925,.24193548,.1375,.21052632,.18867925,.098039217,.19444445,.23728813,.17391305,.125,.28787878,-.054545455,.13636364,.19480519,.22807017,.09375,-.025641026,.018181818,.20634921,.0625,.15584415,.34848484,.047791261,-.090370342,-.50000012,-.0020348546,.11796377,2.4507301,01mar2011
.1,.097560972,.13432837,.1754386,.2857143,.14893617,-.032258064,.17647059,.25862068,.29508197,.24528302,.25423729,.24242425,.1891892,.052631579,.069444448,.22619048,.12121212,.17391305,.2,.15151516,.25862068,.16071428,.17647059,.16949153,-.10526316,.12962963,.25,.14814815,.19298245,.20754717,.078431375,.25,.2857143,.13636364,.15517241,.31884059,-.053571429,.1884058,.21250001,.27941176,.042857144,.047619049,.057692308,.234375,.079999998,.10958904,.36764705,.038334232,-.034383867,-1.6666667,-.0024155395,.12974392,2.1824701,01apr2011
.11666667,.1627907,.049180329,.1754386,.234375,.15555556,.037037037,.17460318,.27272728,.34375,.18367347,.25,.26865673,.11764706,.081081077,.13043478,.21250001,.090909094,.15873016,.20754717,.15873016,.25423729,.11111111,.20408164,.2,-.14634146,-.18000001,.26229507,.15384616,.21428572,.27450982,.13725491,.23999999,.23404256,.13333334,.1754386,.30769232,0,.14492753,.21518987,.30303031,.13043478,.025,.10204082,.25,.10638298,.14492753,.37313432,.029456269,.0094213318,-3,-.0025601815,.19015016,1.9452,01may2011
.11290322,.15217391,.016393442,.18644068,.3283582,.15555556,.074074075,.21875,.26923078,.35820895,.23529412,.30000001,.29850745,.16666667,.081081077,.014705882,.10714286,.060606062,.13636364,.18867925,.15873016,.25862068,.07272727,.2037037,.18965517,-.16666667,-.31999999,.23728813,.13414635,.23214285,.27272728,.11764706,.22535211,.22222222,.11904762,.2,.33333334,-.054545455,.16176471,.25,.30769232,.10606061,.023809524,.07692308,.25,.086956523,.1891892,.3943662,.032092378,-.062937066,-2,-.0046958816,.2195375,1.93832,01jun2011
.050847456,.10204082,.065573767,.18032786,.24637681,.18367347,-.083333336,.11290322,.24074075,.234375,.14,.20967741,.24637681,.13157895,.027027028,-.085714288,-.080459774,0,.044117648,.11320755,.13636364,.16071428,0,.16071428,.16666667,-.14285715,-.05882353,.22950819,.023809524,.10714286,.17857143,.09259259,.23943663,.21153846,.11111111,.14516129,.25352111,-.036363635,.14285715,.175,.2857143,.10447761,0,.039999999,.14754099,.06818182,.11267605,.30263159,.03261986,-.06436424,-3,-.0076713054,.14755316,1.89518,01jul2011
.10606061,.090909094,.15625,.1724138,.27777779,.18000001,-.11538462,.13846155,.18644068,.20967741,.14285715,.265625,.24637681,.14634146,.02631579,.083333336,-.13636364,0,.015873017,.11320755,.29885057,.20338982,0,.21052632,.18965517,-.11627907,.11538462,.21875,-.012048192,.13559322,.24615385,.096153848,.2,.22033899,.19607843,.13333334,.24285714,-.017241379,.1780822,.17721519,.26229507,.125,-.025,.074074075,.13114753,.06818182,.13333334,.2638889,.028010458,-.23476708,-7,-.010941667,.13911018,1.57066,01aug2011
.086206898,.07692308,.11666667,.21818182,.26153848,.22,.10344828,.11111111,.25423729,.23333333,.20833333,.21666667,.2647059,.10526316,-.028571429,.1388889,-.05952381,-.09375,.033898305,.12244898,.25641027,.18181819,0,.17647059,.18518518,-.15384616,.081632651,.23880596,.048780486,.11111111,.29508197,.13725491,.21428572,.25757575,.18000001,.13725491,.23880596,-.053571429,.17910448,.19736843,.27419356,.081967212,-.088235296,.02,.13333334,.081632651,.057971016,.26865673,.02651599,-.14621843,-14.000001,-.011115049,-.0086440053,1.66517,01sep2011
.07272727,.10810811,.11864407,.2037037,.19672132,.19148937,.10344828,.16666667,.22580644,.25423729,.18367347,.21052632,.28985506,.14705883,.10526316,.1388889,.12765957,-.071428575,.018181818,.24074075,.1641791,.19642857,.041666668,.1632653,.18867925,-.14634146,.16,.21333334,.10714286,.16666667,.26666668,.14,.22535211,.22857143,.22916667,.14285715,.26086956,-.09259259,.19178082,.1891892,.25,.11864407,-.030303031,.14545454,.15000001,.10416666,.11428571,.27941176,.025851145,-.11348681,-5.5,-.0097411275,.055884466,1.55108,01oct2011
.075471699,.0625,.13793103,.18518518,.22950819,.21153846,-.28,.11290322,.25714287,.2647059,.27419356,.18518518,.25,.16666667,.054054055,.11428571,.023809524,-.064516127,.07272727,.16666667,.22058824,.22033899,.057692308,.17391305,.21428572,-.15000001,.16,.26027396,.050632913,.12,.29310346,.15000001,.26666668,.22727273,.14893617,.15555556,.27272728,-.057692308,.22666667,.18666667,.20634921,.10169491,-.032258064,.11320755,.18032786,.11111111,.12857144,.2923077,.02293648,-.12401879,-13,-.0078396825,.053257521,1.10225,01nov2011
.07692308,.060606062,.11111111,.1923077,.28358209,.23529412,-.041666668,.15000001,.20987654,.1969697,.21126761,.24137931,.27272728,.1388889,.051282052,.097222224,0,-.095238097,.1147541,.1632653,.053571429,.25373134,-.018518519,.22916667,.22807017,-.11363637,.17647059,.26190478,.072289154,.15384616,.33898306,.14285715,.25,.21538462,.22,.19565217,.30952382,-.078431375,.17105263,.22222222,.25,.18032786,.032258064,.081632651,.18032786,.14285715,.15151516,.33783785,.024806194,-.065808266,-13,-.0048350594,-.000031806616,1.02745,01dec2011
-.07272727,-.052631579,-.017241379,.018181818,.14492753,0,-.07692308,.015151516,.033333335,.11290322,.017241379,-.018181818,.093333334,-.10204082,-.027027028,-.039473683,-.15189873,-.22222222,0,.018867925,-.05172414,.05172414,-.17021276,-.02,.03508772,-.1,.057692308,.059701491,-.06329114,0,.16923077,-.07272727,.086956523,.035714287,-.098360658,.01754386,.081081077,-.055555556,-.013888889,.090909094,.033333335,-.030769231,-.028571429,-.036363635,.03125,.065217391,-.013888889,.083333336,.017052684,.010666707,-4.0000005,-.0012460825,.020031849,1.41881,01jan2012
