homeinsurance,hotelsaccommodations,energyutilities,homeimprovement,haircare,homefurnishings,automotiveindustry,health,footwear,groceryfoodretailers,undergarments,tobaccoproducts,nonalcoholicbeverages,entertainmentindustry,computerselectronics,socialservices,mobilewireless,bookretailers,ticketsales,vehicleshopping,electricity,facebodycare,computervideogames,autoinsurance,homegarden,retirementpension,oilgas,apparel,internettelecom,vehiclebrands,homefinancing,homeappliances,womensclothing,childrensclothing,homemakinginteriordecor,realestate,fooddrink,newspapers,movies,beautyfitness,mensclothing,wastemanagement,realestateagencies,healthinsurance,drugsmedications,chemicalsindustry,medicalfacilitiesservices,restaurants,homeinsurance_l1,hotelsaccommodations_l1,energyutilities_l1,homeimprovement_l1,haircare_l1,homefurnishings_l1,automotiveindustry_l1,health_l1,footwear_l1,groceryfoodretailers_l1,undergarments_l1,tobaccoproducts_l1,nonalcoholicbeverages_l1,entertainmentindustry_l1,computerselectronics_l1,socialservices_l1,mobilewireless_l1,bookretailers_l1,ticketsales_l1,vehicleshopping_l1,electricity_l1,facebodycare_l1,computervideogames_l1,autoinsurance_l1,homegarden_l1,retirementpension_l1,oilgas_l1,apparel_l1,internettelecom_l1,vehiclebrands_l1,homefinancing_l1,homeappliances_l1,womensclothing_l1,childrensclothing_l1,homemakinginteriordecor_l1,realestate_l1,fooddrink_l1,newspapers_l1,movies_l1,beautyfitness_l1,mensclothing_l1,wastemanagement_l1,realestateagencies_l1,healthinsurance_l1,drugsmedications_l1,chemicalsindustry_l1,medicalfacilitiesservices_l1,restaurants_l1,date,consumption,smp500,cci,michigan_index,tbill,income
-0.03409091,-0.065934069,-0.10588235,-0.011627907,-0.050000000999999995,-0.032967035,-0.31746033,-0.021052632,0.032258063999999996,0.03508772,-0.11764706,-0.08139535,0.051282052,0.0,-0.14285715,-0.076086953,0.012345678999999998,-0.19444445,-0.10810811,-0.08749999900000001,-0.16867469,-0.09090909400000001,-0.2027027,-0.085365854,-0.084337346,0.02,-0.081081077,0.012345678999999998,-0.043010753,-0.080459774,-0.057471264,-0.036144577000000004,0.051282052,0.048387095,0.0,0.0,0.0,-0.13414635,-0.055555556,-0.07692308,0.039473682999999996,-0.0625,-0.125,-0.022222223,-0.020408163,-0.11627907,-0.03125,0.015151516,-0.056818184,-0.011235955,-0.05952381,-0.033333335,-0.016393442,-0.020408163,-0.3392857,-0.021739131000000002,0.0,0.034482757999999995,-0.06741572900000001,-0.06666667,-0.013333333999999999,-0.14457831,-0.1627907,-0.07526882,0.058139537000000005,-0.11111111,0.026666667,-0.0625,-0.14102565,-0.014285714,-0.19753087,-0.093023255,-0.011111111000000002,-0.020408163,-0.071428575,0.0,0.0,-0.14117648,-0.13253012,-0.032967035,0.04109589,0.064516127,-0.031914894,0.010638298000000001,-0.044776119,-0.10714286,-0.076086953,-0.07526882,0.051948052,-0.047619049000000004,-0.05952381,-0.043478262000000004,-0.020833334,-0.12195122,-0.020618556,0.016393442,01feb2005,3.6485701,0.048737206,-0.0036235873,-0.0031881405,0.63385826,0.029232223999999998
-0.10714286,-0.10344828,0.051546391,-0.045454547000000005,-0.06779661,-0.05952381,-0.07575757799999999,-0.043478262000000004,0.045454547000000005,0.037037037,-0.084337346,-0.11904762,0.0,-0.234375,-0.125,-0.068965517,0.012820513,-0.13636364,-0.10126583,-0.060240965,-0.11538462,-0.030303031,-0.14473684,-0.047619049000000004,-0.095238097,0.040816326,0.012658228,-0.012820513,0.0,-0.10227273,-0.1627907,-0.064102568,0.024390243,0.015873017,-0.083333336,-0.010638298000000001,0.071428575,-0.15189873,-0.03409091,-0.054945055,0.0,-0.12048193,-0.12345679,-0.05952381,-0.043478262000000004,-0.11904762,0.020618556,0.049180329,-0.03409091,-0.065934069,-0.10588235,-0.011627907,-0.050000000999999995,-0.032967035,-0.31746033,-0.021052632,0.032258063999999996,0.03508772,-0.11764706,-0.08139535,0.051282052,0.0,-0.14285715,-0.076086953,0.012345678999999998,-0.19444445,-0.10810811,-0.08749999900000001,-0.16867469,-0.09090909400000001,-0.2027027,-0.085365854,-0.084337346,0.02,-0.081081077,0.012345678999999998,-0.043010753,-0.080459774,-0.057471264,-0.036144577000000004,0.051282052,0.048387095,0.0,0.0,0.0,-0.13414635,-0.055555556,-0.07692308,0.039473682999999996,-0.0625,-0.125,-0.022222223,-0.020408163,-0.11627907,-0.03125,0.015151516,01mar2005,3.2859099,0.046061713,-0.0042351861,-0.03455729,0.65693432,0.028944237
-0.11494253,-0.10843374,-0.11235955,-0.11904762,-0.05882353,-0.12345679,-0.15151516,-0.08695652300000001,0.030769231,-0.09615384800000001,-0.14864865,-0.17647059,0.013157895,-0.21428572,-0.22222222,-0.11627907,-0.039999999,-0.23809524,0.020833334,-0.1,-0.21518987,-0.09375,-0.15277778,-0.1392405,-0.10227273,-0.12941177,-0.051282052,-0.053333335,-0.080459774,-0.14942528,-0.16867469,-0.12,0.011764706000000002,-0.03846154,-0.10144927,-0.053763442,-0.08064515900000001,-0.17721519,-0.069767445,-0.08791209,-0.051282052,-0.0989011,-0.2345679,-0.11392405,-0.053763442,-0.17647059,-0.07526882,0.031746034,-0.10714286,-0.10344828,0.051546391,-0.045454547000000005,-0.06779661,-0.05952381,-0.07575757799999999,-0.043478262000000004,0.045454547000000005,0.037037037,-0.084337346,-0.11904762,0.0,-0.234375,-0.125,-0.068965517,0.012820513,-0.13636364,-0.10126583,-0.060240965,-0.11538462,-0.030303031,-0.14473684,-0.047619049000000004,-0.095238097,0.040816326,0.012658228,-0.012820513,0.0,-0.10227273,-0.1627907,-0.064102568,0.024390243,0.015873017,-0.083333336,-0.010638298000000001,0.071428575,-0.15189873,-0.03409091,-0.054945055,0.0,-0.12048193,-0.12345679,-0.05952381,-0.043478262000000004,-0.11904762,0.020618556,0.049180329,01apr2005,3.9547,0.042831827,-0.0044133291,-0.074116305,0.66187048,0.028468427999999997
-0.011363637,-0.068965517,-0.068965517,-0.056179777,-0.0625,-0.07692308,-0.030303031,-0.045454547000000005,0.016949153,0.017857144,-0.0125,-0.16666667,0.039999999,-0.15789473,-0.17567568,-0.074074075,0.037974682,-0.11764706,0.0,-0.15189873,-0.07692308,-0.046153847000000005,-0.078947365,-0.05952381,-0.065217391,-0.02631579,-0.093333334,-0.04109589,-0.011494253000000001,-0.069767445,-0.048192769,-0.093333334,0.0125,0.020833334,-0.043478262000000004,0.0,-0.047619049000000004,-0.14102565,0.07,-0.033333335,-0.025316456,-0.034482757999999995,-0.11111111,-0.037500001,-0.045454547000000005,-0.097560972,-0.010869565,0.048387095,-0.11494253,-0.10843374,-0.11235955,-0.11904762,-0.05882353,-0.12345679,-0.15151516,-0.08695652300000001,0.030769231,-0.09615384800000001,-0.14864865,-0.17647059,0.013157895,-0.21428572,-0.22222222,-0.11627907,-0.039999999,-0.23809524,0.020833334,-0.1,-0.21518987,-0.09375,-0.15277778,-0.1392405,-0.10227273,-0.12941177,-0.051282052,-0.053333335,-0.080459774,-0.14942528,-0.16867469,-0.12,0.011764706000000002,-0.03846154,-0.10144927,-0.053763442,-0.08064515900000001,-0.17721519,-0.069767445,-0.08791209,-0.051282052,-0.0989011,-0.2345679,-0.11392405,-0.053763442,-0.17647059,-0.07526882,0.031746034,01may2005,3.2694099,0.059437599,-0.0029760927000000003,-0.037974626000000004,0.64084506,0.027485304
-0.032967035,-0.13793103,-0.07228915400000001,0.010416667,-0.016666668,-0.11688311,-0.064516127,-0.035714287000000004,0.03508772,0.053571429000000004,-0.07792207599999999,-0.17808220000000002,0.039999999,-0.12962963,-0.21917808,-0.10126583,-0.024390243,-0.12676056,-0.042105265,-0.037037037,-0.10666667,-0.079365082,-0.10810811,-0.15294118,-0.093023255,0.025974026,-0.08219178,-0.05797101599999999,-0.056818184,-0.045977011,0.011111111000000002,-0.065789476,0.081081077,0.0,-0.13846155,-0.031914894,-0.032786882999999996,-0.11392405,-0.047619049000000004,-0.06818182,-0.05479452,-0.023809524,-0.16049382,-0.083333336,-0.071428575,-0.14102565,-0.053763442,0.064516127,-0.011363637,-0.068965517,-0.068965517,-0.056179777,-0.0625,-0.07692308,-0.030303031,-0.045454547000000005,0.016949153,0.017857144,-0.0125,-0.16666667,0.039999999,-0.15789473,-0.17567568,-0.074074075,0.037974682,-0.11764706,0.0,-0.15189873,-0.07692308,-0.046153847000000005,-0.078947365,-0.05952381,-0.065217391,-0.02631579,-0.093333334,-0.04109589,-0.011494253000000001,-0.069767445,-0.048192769,-0.093333334,0.0125,0.020833334,-0.043478262000000004,0.0,-0.047619049000000004,-0.14102565,0.07,-0.033333335,-0.025316456,-0.034482757999999995,-0.11111111,-0.037500001,-0.045454547000000005,-0.097560972,-0.010869565,0.048387095,01jun2005,4.682919999999999,0.042381205,-0.0018726387,0.0041666874,0.57239056,0.029012552999999996
0.0,-0.08695652300000001,0.0,-0.052631579000000005,-0.050000000999999995,-0.14117648,-0.017857144,-0.097560972,0.016666668,0.068965517,-0.088607594,-0.15584415,0.039999999,-0.16129032,-0.21621622,-0.08749999900000001,-0.023529412000000003,-0.012658228,-0.041666668,-0.022727273,-0.037974682,-0.078125,-0.061728396,-0.068965517,-0.0989011,0.0,0.03846154,-0.027027027999999998,-0.053763442,-0.065934069,0.022222223,-0.074074075,0.038961037999999996,-0.036363635,-0.13698629999999998,0.0,-0.015625,-0.11111111,-0.021978023,-0.032967035,-0.057142857000000005,-0.07228915400000001,-0.10465116,-0.023255814,-0.094117649,-0.1025641,-0.043478262000000004,0.046875,-0.032967035,-0.13793103,-0.07228915400000001,0.010416667,-0.016666668,-0.11688311,-0.064516127,-0.035714287000000004,0.03508772,0.053571429000000004,-0.07792207599999999,-0.17808220000000002,0.039999999,-0.12962963,-0.21917808,-0.10126583,-0.024390243,-0.12676056,-0.042105265,-0.037037037,-0.10666667,-0.079365082,-0.10810811,-0.15294118,-0.093023255,0.025974026,-0.08219178,-0.05797101599999999,-0.056818184,-0.045977011,0.011111111000000002,-0.065789476,0.081081077,0.0,-0.13846155,-0.031914894,-0.032786882999999996,-0.11392405,-0.047619049000000004,-0.06818182,-0.05479452,-0.023809524,-0.16049382,-0.083333336,-0.071428575,-0.14102565,-0.053763442,0.064516127,01jul2005,4.673399900000001,0.10732639999999999,-0.0038778989,-0.0020725076999999997,0.5869565,0.026543543
-0.021276595,-0.054347824,0.083333336,-0.020833334,0.0,-0.088888891,0.049180329,-0.046511628,0.05797101599999999,0.016949153,-0.078947365,-0.1,0.053333335,-0.11864407,-0.20253165,-0.084337346,0.022222223,-0.13414635,0.022222223,0.1,-0.06329114,-0.030769231,-0.12820514,-0.052631579000000005,-0.043478262000000004,-0.012345678999999998,0.13043478,0.036585364,0.0099999998,-0.021505376,0.032608695,-0.05952381,0.0625,0.14925373,-0.065789476,-0.030927835,0.029850746,-0.07692308,0.0,0.010989011000000002,0.053333335,-0.011904762,-0.08139535,0.0,-0.08988764099999999,-0.1,-0.010526316,0.09090909400000001,0.0,-0.08695652300000001,0.0,-0.052631579000000005,-0.050000000999999995,-0.14117648,-0.017857144,-0.097560972,0.016666668,0.068965517,-0.088607594,-0.15584415,0.039999999,-0.16129032,-0.21621622,-0.08749999900000001,-0.023529412000000003,-0.012658228,-0.041666668,-0.022727273,-0.037974682,-0.078125,-0.061728396,-0.068965517,-0.0989011,0.0,0.03846154,-0.027027027999999998,-0.053763442,-0.065934069,0.022222223,-0.074074075,0.038961037999999996,-0.036363635,-0.13698629999999998,0.0,-0.015625,-0.11111111,-0.021978023,-0.032967035,-0.057142857000000005,-0.07228915400000001,-0.10465116,-0.023255814,-0.094117649,-0.1025641,-0.043478262000000004,0.046875,01aug2005,3.9149799,0.095130004,-0.0094752572,-0.076318793,0.56976748,0.024223817999999998
0.083333336,-0.12,0.13,-0.070588239,0.0,-0.10126583,0.01754386,-0.046511628,-0.016949153,0.052631579000000005,-0.01369863,-0.037974682,0.056338027,-0.032258063999999996,-0.17567568,0.021505376,0.036585364,-0.125,-0.0125,0.09195402300000001,-0.060975611,-0.049180329,-0.17910448,-0.047058824000000006,-0.075000003,-0.055555556,0.25,-0.012987013,-0.021978023,-0.047058824000000006,-0.039473682999999996,-0.078947365,0.013333333999999999,0.03125,-0.028169014,-0.036585364,-0.016393442,-0.0989011,-0.025,-0.036585364,-0.056338027,-0.0625,-0.22222222,-0.084337346,-0.095238097,-0.060240965,-0.065934069,0.06666667,-0.021276595,-0.054347824,0.083333336,-0.020833334,0.0,-0.088888891,0.049180329,-0.046511628,0.05797101599999999,0.016949153,-0.078947365,-0.1,0.053333335,-0.11864407,-0.20253165,-0.084337346,0.022222223,-0.13414635,0.022222223,0.1,-0.06329114,-0.030769231,-0.12820514,-0.052631579000000005,-0.043478262000000004,-0.012345678999999998,0.13043478,0.036585364,0.0099999998,-0.021505376,0.032608695,-0.05952381,0.0625,0.14925373,-0.065789476,-0.030927835,0.029850746,-0.07692308,0.0,0.010989011000000002,0.053333335,-0.011904762,-0.08139535,0.0,-0.08988764099999999,-0.1,-0.010526316,0.09090909400000001,01sep2005,2.90731,0.09295993300000001,-0.015486126999999999,-0.22496742,0.51754385,0.019936526
0.17021276,-0.05479452,0.065217391,0.0,0.0,-0.048192769,0.10294118,-0.03409091,0.030303031,0.017857144,-0.13157895,-0.14814815,0.079999998,-0.074074075,-0.19444445,-0.045454547000000005,0.025,-0.078125,-0.043956045,-0.07042253799999999,0.085365854,-0.031746034,-0.13333334,-0.094594598,-0.012195121000000001,0.013333333999999999,0.071428575,-0.010869565,-0.022727273,-0.064935066,0.013333333999999999,-0.051282052,0.025974026,0.064935066,-0.013888889,0.04938271599999999,0.044776119,-0.11494253,-0.046511628,-0.023809524,0.0,0.0125,-0.08695652300000001,0.0,-0.094117649,-0.07228915400000001,0.010752688,0.095238097,0.083333336,-0.12,0.13,-0.070588239,0.0,-0.10126583,0.01754386,-0.046511628,-0.016949153,0.052631579000000005,-0.01369863,-0.037974682,0.056338027,-0.032258063999999996,-0.17567568,0.021505376,0.036585364,-0.125,-0.0125,0.09195402300000001,-0.060975611,-0.049180329,-0.17910448,-0.047058824000000006,-0.075000003,-0.055555556,0.25,-0.012987013,-0.021978023,-0.047058824000000006,-0.039473682999999996,-0.078947365,0.013333333999999999,0.03125,-0.028169014,-0.036585364,-0.016393442,-0.0989011,-0.025,-0.036585364,-0.056338027,-0.0625,-0.22222222,-0.084337346,-0.095238097,-0.060240965,-0.065934069,0.06666667,01oct2005,3.00475,0.063636586,-0.016952436,-0.23584907,0.52560645,0.026259867000000003
0.17647059,-0.07692308,0.047619049000000004,-0.023809524,0.0,-0.083333336,0.125,-0.035714287000000004,0.014705882,0.081967212,-0.037500001,-0.15789473,0.051282052,-0.054545455,-0.15068494,-0.048780486,0.025316456,-0.060606062,0.10810811,-0.05882353,0.026666667,-0.047619049000000004,-0.13253012,-0.08571428800000001,0.0,-0.013333333999999999,0.053333335,0.012195121000000001,0.0,-0.08219178,0.0,-0.047058824000000006,0.03846154,0.10294118,-0.054054055,0.02739726,0.0,-0.12987013,-0.069767445,-0.012195121000000001,-0.025641026,-0.02631579,-0.095238097,0.14736842,-0.096385539,-0.079999998,0.022727273,0.1,0.17021276,-0.05479452,0.065217391,0.0,0.0,-0.048192769,0.10294118,-0.03409091,0.030303031,0.017857144,-0.13157895,-0.14814815,0.079999998,-0.074074075,-0.19444445,-0.045454547000000005,0.025,-0.078125,-0.043956045,-0.07042253799999999,0.085365854,-0.031746034,-0.13333334,-0.094594598,-0.012195121000000001,0.013333333999999999,0.071428575,-0.010869565,-0.022727273,-0.064935066,0.013333333999999999,-0.051282052,0.025974026,0.064935066,-0.013888889,0.04938271599999999,0.044776119,-0.11494253,-0.046511628,-0.023809524,0.0,0.0125,-0.08695652300000001,0.0,-0.094117649,-0.07228915400000001,0.010752688,0.095238097,01nov2005,3.1904098999999997,0.060553271,-0.013698732,-0.13725497,0.46649489,0.036366951
